,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1626352142087749633,1625161673941176323,1676587541000.0,2023-02-16 22:45:41,+0000,,"@Londonforplay @BrayBri70 @D24Journalist @angryadopteealt @ColdAsIiiiiice @ChipsLasagne @josephjames94 Oh btw,  you feeding into the Angry black woman trope? I LOVE that for you? We just love a little bit if racism with our daily dose of hysterical transphobia by people who are completely unaffected by trans people on a day to day basis.",en,[],[],1527559918148104192,1527559918148104192,LondonNatja,Natasha A 🏴‍☠️,4,22,https://twitter.com/LondonNatja/status/1626352142087749633,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': 'Londonforplay', 'name': 'Longtime Fluffer', 'id': '871824476601815040'}, {'screen_name': 'BrayBri70', 'name': 'That Bray wan 🇮🇪🦕💚🤍💜', 'id': '1553315612'}, {'screen_name': 'D24Journalist', 'name': 'Sean Heffernan', 'id': '40913079'}, {'screen_name': 'angryadopteealt', 'name': 'nobody’s daughter alt', 'id': '1550893239913402374'}, {'screen_name': 'ColdAsIiiiiice', 'name': 'Mussolini’s execution lover', 'id': '1596057492395548673'}, {'screen_name': 'ChipsLasagne', 'name': 'Terry Ketchup', 'id': '1580832806716030976'}, {'screen_name': 'josephjames94', 'name': 'JJ Welles', 'id': '1053754753'}]",,,,
1,1626352141161074688,1626029238452211713,1676587541000.0,2023-02-16 22:45:41,+0000,,@_OBZDN_ @NinaNyxa @TheGoosecast @ErinInTheMorn @antifaoperative I don't think you know what long-term means lol.  Studies of trans children were started in the 80s and 90s and were published in the 2010s BECAUSE THEY WERE LONG TERM LOL,en,[],[],414343062,414343062,Caelrie,Caelrie,4,22,https://twitter.com/Caelrie/status/1626352141161074688,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': '_OBZDN_', 'name': 'David Soublet', 'id': '1502813053364150273'}, {'screen_name': 'NinaNyxa', 'name': 'Nyxie Stix', 'id': '102435184'}, {'screen_name': 'TheGoosecast', 'name': 'The Goosecast', 'id': '1013519913116491776'}, {'screen_name': 'ErinInTheMorn', 'name': 'Erin Reed', 'id': '1115826452715511809'}, {'screen_name': 'antifaoperative', 'name': '𝐁𝐞𝐤𝐬', 'id': '1432769984539893760'}]",,,,
2,1626352140368154629,1626345963618029569,1676587541000.0,2023-02-16 22:45:41,+0000,,"@cybertechwarwf @DeathPunchEvil You should do what Haberkorn is doing, Play the game but donate some funds to a trans charity that way you meet it in the middle and i  agree with yea 🖤🖤💜❤️",en,[],[],884187896105881600,884187896105881600,AnjinNosaji07,Colton Altamyre🇨🇦 ※- Mystical Warrior of Truth,4,22,https://twitter.com/AnjinNosaji07/status/1626352140368154629,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': 'cybertechwarwf', 'name': '🐺 ᑕYᗷEᖇTEᑕᕼᗯEᖇEᗯOᒪᖴ 🦾 ENVtuber', 'id': '937746472321331201'}, {'screen_name': 'DeathPunchEvil', 'name': '💀Death Punch of Evil👹', 'id': '1591535455194882048'}]",,,,
3,1626352140364189696,1626248833574522881,1676587541000.0,2023-02-16 22:45:41,+0000,,@jessiegender Why are so many lefties falling for this psyop?  1) #SayHerName does not have the same history in the UK as it does here and does extend to LGBTQ+ victims. 2) It's a fucking hashtag. She was misgendered in death and people care more about woke virtue signaling than trans lives.,en,['sayhername'],[],896256686738071552,896256686738071552,SoniaANTIFASCIS,So(Nia)Xeno,4,22,https://twitter.com/SoniaANTIFASCIS/status/1626352140364189696,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': 'jessiegender', 'name': 'Jessie Earl', 'id': '14447626'}]",,,,
4,1626352134693220353,1626352013125603328,1676587539000.0,2023-02-16 22:45:39,+0000,,"Con la Ley Trans y la nueva Ley del Aborto: 🏳️‍⚧️🏳️‍🌈 ampliamos las oportunidades de felicidad de las personas trans y del colectivo LGTBI, y blindamos el derecho a la interrupción voluntaria del embarazo de manera libre y segura en la sanidad pública.",es,[],[],2470167985,2470167985,PodemosBA_Prov,Podemos Argentina Prov.,4,22,https://twitter.com/PodemosBA_Prov/status/1626352134693220353,[],[],0,,False,0,1,0,,trans,,,,,,,[],,,,
5,1626352134550704129,1626324312880807937,1676587539000.0,2023-02-16 22:45:39,+0000,,@76Electrogamer @Josafat296 Osea que es trans?,es,[],[],1377429919140044804,1377429919140044804,R5Sab3,SAB3R5,4,22,https://twitter.com/R5Sab3/status/1626352134550704129,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': '76Electrogamer', 'name': 'Electrogamer_76', 'id': '1323692331606908935'}, {'screen_name': 'Josafat296', 'name': 'Josafat296', 'id': '926138165055950849'}]",,,,
6,1626352131845283840,1626223735765372928,1676587539000.0,2023-02-16 22:45:39,+0000,,"@dragonphoenixal @beeragon @nytimes The diff between a trans woman and a person who identifies as a woman? Nothing. She's spreading the idea of ""fake trans women."" People do not see this imaginary difference, and act in the fear that they are seeing ""fakes."" It's gotten so bad, even cis women are being attacked.",en,[],[],1372750871411322884,1372750871411322884,SpaceDragonMan,Space Dragon Man,4,22,https://twitter.com/SpaceDragonMan/status/1626352131845283840,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': 'dragonphoenixal', 'name': 'Corm Ellacott', 'id': '936488193225928704'}, {'screen_name': 'beeragon', 'name': 'Cressa Maeve Beer', 'id': '1093528626807652352'}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': '807095'}]",,,,
7,1626352129697890310,1626352013125603328,1676587538000.0,2023-02-16 22:45:38,+0000,,"Desde que llegamos al Gobierno  abrimos paso una nueva generación de leyes y derechos feministas en nuestro país: la Ley Solo Sí es Sí, el Plan Corresponsables, la Ley Trans,  Reforma de la Ley del Aborto, mayor presupuesto   para luchar contra las violencias machistas, etc.  https://t.co/lrRFeJZb41",es,[],[],2470167985,2470167985,PodemosBA_Prov,Podemos Argentina Prov.,4,22,https://twitter.com/PodemosBA_Prov/status/1626352129697890310,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626352052552060928/pu/img/VG8tUO9Q6bd3OHoK.jpg,False,0,1,0,,trans,,,,,,,[],,,,
8,1626352128775098369,1626236348964433920,1676587538000.0,2023-02-16 22:45:38,+0000,,"@_GirlMaher_ Again it’s tv and media, the movies that pushed the trans hate. Nobody really gives a shit what someone has inside their pants as long as they aren’t deceiving, or part of a cult to kill off humanity. That too. Right now it’s pushed down our throats 👀 and it coincides with lots",en,[],[],1575996609065877505,1575996609065877505,welshvixta,Welshvixta,4,22,https://twitter.com/welshvixta/status/1626352128775098369,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': '_GirlMaher_', 'name': 'Marie-Lynn 🕊️', 'id': '17189870'}]",,,,
9,1626352128028717057,1626349381921251328,1676587538000.0,2023-02-16 22:45:38,+0000,,"@JebraFaushay Roses are red, Violets are blue. Come to CA where we'll trans your kids  And give them free ab0rti0ns, too! 🥰",en,[],[],3038266794,3038266794,1kimmar,"Kim v. Newsom, Trophy Wife 🥰❄️😭🦁🦠",4,22,https://twitter.com/1kimmar/status/1626352128028717057,[],[],0,,False,0,0,0,,trans,,,,,,,"[{'screen_name': 'JebraFaushay', 'name': 'Dr. Jebra Faushay', 'id': '1524176909755510785'}]",,,,
